	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_hits	vogdb_id	vogdb_categories	vogdb_hit	heme_regulatory_motif_count
MAG06_MAG06_5_23	MAG06	MAG06_5	23	19606	19926	-1	D										Sugar efflux transporter for intercellular exchange [PF03083.17]					0
MAG06_MAG06_5_24	MAG06	MAG06_5	24	20213	21565	1	C	K21739	probable pyridine nucleotide-disulfide oxidoreductase								Pyridine nucleotide-disulphide oxidoreductase [PF07992.15]; Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain [PF02852.23]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.28]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.7]					0
MAG06_MAG06_5_25	MAG06	MAG06_5	25	21696	21983	-1	E															0
MAG06_MAG06_5_26	MAG06	MAG06_5	26	22045	24894	-1	D										Domain of unknown function (DUF3427) [PF11907.9]; Type III restriction enzyme, res subunit [PF04851.16]; Helicase conserved C-terminal domain [PF00271.32]; SWI2/SNF2 ATPase [PF18766.2]; PLD-like domain [PF13091.7]; SNF2 family N-terminal domain [PF00176.24]		sp|P20703|UVSW_BPT4	Xh	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	0
MAG06_MAG06_5_27	MAG06	MAG06_5	27	24915	25409	-1	D										PAP2 superfamily [PF01569.22]					0
MAG06_MAG06_50_1	MAG06	MAG06_50	1	229	936	1	C	K07668	two-component system, OmpR family, response regulator VicR								Response regulator receiver domain [PF00072.25]; Transcriptional regulatory protein, C terminal [PF00486.29]		REFSEQ	Xu	REFSEQ hybrid sensor histidine kinase - response regulator; Xu	0
MAG06_MAG06_50_2	MAG06	MAG06_50	2	950	2815	1	C	K07652	two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]								Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.27]; His Kinase A (phospho-acceptor) domain [PF00512.26]; PAS fold [PF08448.11]; HAMP domain [PF00672.26]; PAS fold [PF12860.8]; PAS fold [PF00989.26]					0
MAG06_MAG06_50_3	MAG06	MAG06_50	3	2793	4088	1	D										YycH protein [PF07435.12]					0
MAG06_MAG06_50_4	MAG06	MAG06_50	4	4101	4943	1	D										YycH protein [PF09648.11]					0
MAG06_MAG06_50_5	MAG06	MAG06_50	5	4961	5767	1	D										Beta-lactamase superfamily domain [PF12706.8]; Metallo-beta-lactamase superfamily [PF00753.28]; Beta-lactamase superfamily domain [PF13483.7]; Metallo-beta-lactamase superfamily domain [PF16661.6]		sp|C0SP91|YYCJ_BACSU	Xu	sp|C0SP91|YYCJ_BACSU Putative metallo-hydrolase YycJ; Xu	0
MAG06_MAG06_50_6	MAG06	MAG06_50	6	5869	7143	1	D			MER0244224	S01C	MER0244224 - subfamily S1C unassigned peptidases (Lactobacillus antri) [S01.UPC]#S01C#{peptidase unit: 125-404}~source ZP_05744998~	True	0.798	460.0	9.488e-143	Trypsin-like peptidase domain [PF13365.7]; PDZ domain [PF13180.7]		REFSEQ	Xu	REFSEQ trypsin-like peptidase domain-containing protein; Xu	0
MAG06_MAG06_50_7	MAG06	MAG06_50	7	7251	7748	1	D										Phosphatidylglycerophosphatase A [PF04608.14]		sp|P54173|YPJQ_BACSU	Xu	sp|P54173|YPJQ_BACSU Uncharacterized protein YpjQ; Xu	0
MAG06_MAG06_50_8	MAG06	MAG06_50	8	8058	9044	1	C	K01989	putative tryptophan/tyrosine transport system substrate-binding protein								ABC transporter substrate binding protein [PF04392.13]					0
MAG06_MAG06_51_1	MAG06	MAG06_51	1	110	3718	1	C	K03043	DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	MER0195833	N11	MER0195833 - family N11 unassigned peptide lyases () [N11.UPW]#N11#{peptidase unit: 944-1048}~source YP_003970177~	False	0.395	74.0	1.085e-11	RNA polymerase Rpb2, domain 6 [PF00562.29]; RNA polymerase beta subunit [PF04563.16]; RNA polymerase Rpb2, domain 2 [PF04561.15]; RNA polymerase Rpb2, domain 3 [PF04565.17]; RNA polymerase beta subunit external 1 domain [PF10385.10]; RNA polymerase Rpb2, domain 7 [PF04560.21]					0
MAG06_MAG06_51_2	MAG06	MAG06_51	2	3762	7397	1	C	K03046	DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]								RNA polymerase Rpb1, domain 5 [PF04998.18]; RNA polymerase Rpb1, domain 1 [PF04997.13]; RNA polymerase Rpb1, domain 2 [PF00623.21]; RNA polymerase Rpb1, domain 3 [PF04983.19]; RNA polymerase Rpb1, domain 4 [PF05000.18]		sp|O57204|RP147_VACCA	Xh;Xr;Xs	sp|O57204|RP147_VACCA DNA-directed RNA polymerase 147 kDa polypeptide; XhXrXs	0
MAG06_MAG06_51_3	MAG06	MAG06_51	3	7467	8642	1	E															0
MAG06_MAG06_51_4	MAG06	MAG06_51	4	8681	9355	-1	D			MER0667311	A24A	MER0667311 - subfamily A24A non-peptidase homologues (Lactobacillus reuteri) [A24.UNA]#A24A#{peptidase unit: 14-221}~source A0A073K2I8~	True	0.902	394.0	9.482e-124	Bacterial Peptidase A24 N-terminal domain [PF06750.14]					1
MAG06_MAG06_52_1	MAG06	MAG06_52	1	155	667	-1	C	K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]								MafB19-like deaminase [PF14437.7]; Cytidine and deoxycytidylate deaminase zinc-binding region [PF00383.24]		sp|P16006|DCTD_BPT4	Xh;Xr	sp|P16006|DCTD_BPT4 Deoxycytidylate deaminase; XhXr	0
MAG06_MAG06_52_2	MAG06	MAG06_52	2	925	1146	1	C	K06191	glutaredoxin-like protein NrdH								Glutaredoxin [PF00462.25]					0
MAG06_MAG06_52_3	MAG06	MAG06_52	3	1246	3417	1	C	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]								Ribonucleotide reductase, barrel domain [PF02867.16]; Ribonucleotide reductase N-terminal [PF08343.11]; Ribonucleotide reductase, all-alpha domain [PF00317.22]		sp|P00452|RIR1_ECOLI	Xh;Xr	sp|P00452|RIR1_ECOLI Ribonucleoside-diphosphate reductase 1 subunit alpha; XhXr	0
MAG06_MAG06_52_4	MAG06	MAG06_52	4	3533	4552	1	C	K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]								Ribonucleotide reductase, small chain [PF00268.22]		sp|P69924|RIR2_ECOLI	Xh;Xr	sp|P69924|RIR2_ECOLI Ribonucleoside-diphosphate reductase 1 subunit beta; XhXr	0
MAG06_MAG06_52_5	MAG06	MAG06_52	5	4910	7546	1	C	K04072	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]								Iron-containing alcohol dehydrogenase [PF00465.20]; Aldehyde dehydrogenase family [PF00171.23]; Iron-containing alcohol dehydrogenase [PF13685.7]					0
MAG06_MAG06_52_6	MAG06	MAG06_52	6	7634	8389	-1	E															0
MAG06_MAG06_52_7	MAG06	MAG06_52	7	8390	9001	-1	D										Protein of unknown function (DUF1700) [PF08006.12]					0
MAG06_MAG06_52_8	MAG06	MAG06_52	8	8994	9260	-1	C	K10947	PadR family transcriptional regulator, regulatory protein PadR								Transcriptional regulator PadR-like family [PF03551.15]					0
MAG06_MAG06_53_1	MAG06	MAG06_53	1	1	2379	-1	C	K01873	valyl-tRNA synthetase [EC:6.1.1.9]								tRNA synthetases class I (I, L, M and V) [PF00133.23]; Anticodon-binding domain of tRNA ligase [PF08264.14]; tRNA synthetases class I (M) [PF09334.12]; Leucyl-tRNA synthetase, Domain 2 [PF13603.7]; tRNA synthetases class I (C) catalytic domain [PF01406.20]; tRNA synthetases class I (K) [PF01921.19]					0
MAG06_MAG06_53_2	MAG06	MAG06_53	2	2705	3925	-1	C	K03151	tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]								Thiamine biosynthesis protein (ThiI) [PF02568.15]; THUMP domain [PF02926.18]					0
MAG06_MAG06_53_3	MAG06	MAG06_53	3	3947	5095	-1	C	K04487	cysteine desulfurase [EC:2.8.1.7]								Aminotransferase class-V [PF00266.20]; Pyridoxal-dependent decarboxylase conserved domain [PF00282.20]					0
MAG06_MAG06_53_4	MAG06	MAG06_53	4	5324	7027	-1	C	K06286	septation ring formation regulator								Septation ring formation regulator, EzrA [PF06160.13]					0
MAG06_MAG06_53_5	MAG06	MAG06_53	5	7419	8024	1	C	K02986	small subunit ribosomal protein S4								Ribosomal protein S4/S9 N-terminal domain [PF00163.20]; S4 domain [PF01479.26]					0
MAG06_MAG06_53_6	MAG06	MAG06_53	6	8163	9257	-1	C	K20265	glutamate:GABA antiporter								Amino acid permease [PF13520.7]; Amino acid permease [PF00324.22]					0
MAG06_MAG06_54_1	MAG06	MAG06_54	1	2	241	1	E															0
MAG06_MAG06_54_2	MAG06	MAG06_54	2	238	1659	1	C	K03758	arginine:ornithine antiporter / lysine permease								Amino acid permease [PF13520.7]; Amino acid permease [PF00324.22]					0
MAG06_MAG06_54_3	MAG06	MAG06_54	3	1674	2795	1	D										Aminotransferase class I and II [PF00155.22]; Cys/Met metabolism PLP-dependent enzyme [PF01053.21]					0
MAG06_MAG06_54_4	MAG06	MAG06_54	4	2887	3744	-1	C	K01265	methionyl aminopeptidase [EC:3.4.11.18]	MER0084060	M24A	MER0084060 - subfamily M24A unassigned peptidases (Lactobacillus reuteri) [M24.UPA]#M24A#{peptidase unit: 2-249}~source CCC03292~	True	1.0	529.0	1.306e-169	Metallopeptidase family M24 [PF00557.25]					0
MAG06_MAG06_54_5	MAG06	MAG06_54	5	3858	4316	1	D										Flavodoxin [PF00258.26]; NrdI Flavodoxin like [PF07972.12]; Flavodoxin domain [PF12724.8]		sp|Q65JA6|NRDI_BACLD	Xu	sp|Q65JA6|NRDI_BACLD Protein NrdI; Xu	0
MAG06_MAG06_54_6	MAG06	MAG06_54	6	4309	4746	1	D										GtrA-like protein [PF04138.15]					0
MAG06_MAG06_54_7	MAG06	MAG06_54	7	4841	5293	1	E															0
MAG06_MAG06_54_8	MAG06	MAG06_54	8	5326	6447	-1	D										UDP-N-acetylglucosamine 2-epimerase [PF02350.20]		sp|Q6LZC4|WECB_METMP	Xh	sp|Q6LZC4|WECB_METMP UDP-N-acetylglucosamine 2-epimerase; Xh	0
MAG06_MAG06_54_9	MAG06	MAG06_54	9	6659	7960	-1	D										DEAD/DEAH box helicase [PF00270.30]; Helicase conserved C-terminal domain [PF00271.32]; Type III restriction enzyme, res subunit [PF04851.16]		sp|P20703|UVSW_BPT4	Xh	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	0
MAG06_MAG06_54_10	MAG06	MAG06_54	10	7972	8991	-1	C	K22230	scyllo-inositol 2-dehydrogenase (NADP+) [EC:1.1.1.-]								Oxidoreductase family, NAD-binding Rossmann fold [PF01408.23]					0
MAG06_MAG06_55_1	MAG06	MAG06_55	1	1	639	1	E															0
MAG06_MAG06_55_2	MAG06	MAG06_55	2	730	2379	1	C	K07085	putative transport protein								Predicted Permease Membrane Region [PF06826.13]; TrkA-C domain [PF02080.22]					0
MAG06_MAG06_55_3	MAG06	MAG06_55	3	2412	3131	1	C	K01779	aspartate racemase [EC:5.1.1.13]								Asp/Glu/Hydantoin racemase [PF01177.23]					0
MAG06_MAG06_55_4	MAG06	MAG06_55	4	3287	3988	1	C	K03710	GntR family transcriptional regulator								UTRA domain [PF07702.14]; Bacterial regulatory proteins, gntR family [PF00392.22]; Helix-turn-helix domain [PF14502.7]					0
MAG06_MAG06_55_5	MAG06	MAG06_55	5	4050	5516	1	C	K00763	nicotinate phosphoribosyltransferase [EC:6.3.4.21]								Nicotinate phosphoribosyltransferase (NAPRTase) family [PF04095.17]; Nicotinate phosphoribosyltransferase (NAPRTase) N-terminal domain [PF17767.2]; Nicotinate phosphoribosyltransferase C-terminal domain [PF17956.2]		sp|Q52I78|NAMPT_PIG	Xh	sp|Q52I78|NAMPT_PIG Nicotinamide phosphoribosyltransferase; Xh	0
MAG06_MAG06_55_6	MAG06	MAG06_55	6	5529	6356	1	C	K01916	NAD+ synthase [EC:6.3.1.5]								NAD synthase [PF02540.18]		sp|B0S1S2|NADE_FINM2	Xh	sp|B0S1S2|NADE_FINM2 NH(3)-dependent NAD(+) synthetase; Xh	0
MAG06_MAG06_55_7	MAG06	MAG06_55	7	6422	8599	1	C	K06959	protein Tex								Tex-like protein N-terminal domain [PF09371.11]; Tex protein YqgF-like domain [PF16921.6]; HHH domain [PF17674.2]; S1 RNA binding domain [PF00575.24]; Helix-hairpin-helix motif [PF12836.8]; Holliday-junction resolvase-like of SPT6 [PF14639.7]; Helix-hairpin-helix motif [PF14635.7]					0
MAG06_MAG06_55_8	MAG06	MAG06_55	8	8592	9044	1	C	K03095	SprT-like protein								SprT-like family [PF10263.10]; SprT-like zinc ribbon domain [PF17283.3]					0
MAG06_MAG06_56_1	MAG06	MAG06_56	1	2	1981	-1	E															0
MAG06_MAG06_56_2	MAG06	MAG06_56	2	2517	8978	-1	D										Long Rib domain [PF18957.1]; Rib domain [PF08428.11]; Mub B2-like domain [PF17966.2]					0
MAG06_MAG06_57_1	MAG06	MAG06_57	1	3	278	-1	E															0
MAG06_MAG06_57_2	MAG06	MAG06_57	2	289	840	-1	E															0
MAG06_MAG06_57_3	MAG06	MAG06_57	3	860	1882	-1	E												sp|O31960|YOMX_BACSU	Xu	sp|O31960|YOMX_BACSU SPbeta prophage-derived uncharacterized protein YomX; Xu	0
MAG06_MAG06_57_4	MAG06	MAG06_57	4	1879	2334	-1	E												REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0
MAG06_MAG06_57_5	MAG06	MAG06_57	5	2361	2933	-1	E															0
MAG06_MAG06_57_6	MAG06	MAG06_57	6	3004	3990	-1	E												sp|O31956|YONB_BACSU	Xu	sp|O31956|YONB_BACSU SPbeta prophage-derived uncharacterized protein YonB; Xu	0
MAG06_MAG06_57_7	MAG06	MAG06_57	7	4012	4458	-1	E												REFSEQ	Xu	REFSEQ putative structural protein; Xu	0
MAG06_MAG06_57_8	MAG06	MAG06_57	8	4492	6147	-1	E												sp|O31954|YOND_BACSU	Xu	sp|O31954|YOND_BACSU SPbeta prophage-derived uncharacterized protein YonD; Xu	0
MAG06_MAG06_57_9	MAG06	MAG06_57	9	6169	7734	-1	E												sp|O31953|YONE_BACSU	Xu	sp|O31953|YONE_BACSU SPbeta prophage-derived uncharacterized protein YonE; Xu	0
MAG06_MAG06_57_10	MAG06	MAG06_57	10	7746	8771	-1	E															0
MAG06_MAG06_58_1	MAG06	MAG06_58	1	3	428	1	C	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	MER1014322	S14	MER1014322 - family S14 non-peptidase homologues (Lactobacillus reuteri) [S14.UNW]#S14#{peptidase unit: 41-174}~source A0A081NPY9~	False	0.928	127.0	8.597999999999999e-33	Clp protease [PF00574.24]					0
MAG06_MAG06_58_2	MAG06	MAG06_58	2	412	1623	1	D										Phage capsid family [PF05065.14]		sp|O64210|CAPSD_BPMD2	Xs	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	0
MAG06_MAG06_58_3	MAG06	MAG06_58	3	1644	2012	1	D										Phage gp6-like head-tail connector protein [PF05135.14]		REFSEQ	Xu	REFSEQ gp6-like head-tail connector protein; Xu	0
MAG06_MAG06_58_4	MAG06	MAG06_58	4	1981	2331	1	E												sp|O48446|HCP16_BPSPP	Xp;Xr;Xs	sp|O48446|HCP16_BPSPP Head completion protein gp16; XpXrXs	0
MAG06_MAG06_58_5	MAG06	MAG06_58	5	2333	2749	1	E															0
MAG06_MAG06_58_6	MAG06	MAG06_58	6	2746	3129	1	D										Protein of unknown function (DUF806) [PF05657.12]		REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0
MAG06_MAG06_58_7	MAG06	MAG06_58	7	3134	3844	1	D										Phage tail tube protein [PF04630.13]		REFSEQ	Xu	REFSEQ major tail protein; Xu	0
MAG06_MAG06_58_8	MAG06	MAG06_58	8	3906	4316	1	D										Phage tail assembly chaperone proteins, TAC [PF06896.12]					0
MAG06_MAG06_58_9	MAG06	MAG06_58	9	4518	8369	1	E												REFSEQ	Xu	REFSEQ minor tail protein; Xu	0
MAG06_MAG06_58_10	MAG06	MAG06_58	10	8376	8675	1	D										Phage tail protein [PF05709.12]					0
MAG06_MAG06_59_1	MAG06	MAG06_59	1	1	714	1	E															0
MAG06_MAG06_59_2	MAG06	MAG06_59	2	745	1065	1	E															0
MAG06_MAG06_59_3	MAG06	MAG06_59	3	1071	1754	1	D										Flavodoxin-like fold [PF02525.18]; NADPH-dependent FMN reductase [PF03358.16]					0
MAG06_MAG06_59_4	MAG06	MAG06_59	4	1757	1930	1	E															0
MAG06_MAG06_59_5	MAG06	MAG06_59	5	2220	2591	-1	D										Protein of unknown function, DUF488 [PF04343.14]					0
MAG06_MAG06_59_6	MAG06	MAG06_59	6	2654	3286	1	C	K03652	DNA-3-methyladenine glycosylase [EC:3.2.2.21]								Methylpurine-DNA glycosylase (MPG) [PF02245.17]					0
MAG06_MAG06_59_7	MAG06	MAG06_59	7	3290	4435	1	D										AAA domain (dynein-related subfamily) [PF07728.15]		sp|O64301|DPA44_BPR69	Xh;Xr	sp|O64301|DPA44_BPR69 DNA polymerase accessory protein 44; XhXr	0
MAG06_MAG06_59_8	MAG06	MAG06_59	8	4432	5724	1	D										Putative metallopeptidase domain [PF13203.7]; VWA-like domain (DUF2201) [PF09967.10]		REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0
MAG06_MAG06_59_9	MAG06	MAG06_59	9	5728	6021	1	E															0
MAG06_MAG06_59_10	MAG06	MAG06_59	10	6095	7999	1	C	K07386	putative endopeptidase [EC:3.4.24.-]	MER0093238	M13	MER0093238 - oligopeptidase O1 (Lactobacillus reuteri) [M13.004]#M13#{peptidase unit: 8-634}~source CCC03651~	True	0.955	1259.0	0.0	Peptidase family M13 [PF05649.14]; Peptidase family M13 [PF01431.22]					0
MAG06_MAG06_59_11	MAG06	MAG06_59	11	8143	8610	1	D										Helix-turn-helix domain [PF12844.8]; Helix-turn-helix [PF01381.23]; Helix-turn-helix domain [PF13560.7]; Cro/C1-type HTH DNA-binding domain [PF13443.7]; Bacteriophage CI repressor helix-turn-helix domain [PF07022.14]					0
MAG06_MAG06_6_1	MAG06	MAG06_6	1	33	1226	-1	C	K05825	2-aminoadipate transaminase [EC:2.6.1.-]								Aminotransferase class I and II [PF00155.22]; Alanine-glyoxylate amino-transferase [PF12897.8]; Cys/Met metabolism PLP-dependent enzyme [PF01053.21]					0
MAG06_MAG06_6_2	MAG06	MAG06_6	2	1404	2096	-1	C	K02863	large subunit ribosomal protein L1								Ribosomal protein L1p/L10e family [PF00687.22]					0
MAG06_MAG06_6_3	MAG06	MAG06_6	3	2188	2613	-1	C	K02867	large subunit ribosomal protein L11								Ribosomal protein L11, RNA binding domain [PF00298.20]; Ribosomal protein L11, N-terminal domain [PF03946.15]					0
MAG06_MAG06_6_4	MAG06	MAG06_6	4	2753	3295	-1	C	K02601	transcription termination/antitermination protein NusG								Transcription termination factor nusG [PF02357.20]; KOW motif [PF00467.30]					0
MAG06_MAG06_6_5	MAG06	MAG06_6	5	3413	3589	-1	C	K03073	preprotein translocase subunit SecE								SecE/Sec61-gamma subunits of protein translocation complex [PF00584.21]					0
MAG06_MAG06_6_6	MAG06	MAG06_6	6	3601	3750	-1	C	K02913	large subunit ribosomal protein L33								Ribosomal protein L33 [PF00471.21]					0
MAG06_MAG06_6_7	MAG06	MAG06_6	7	3816	4565	-1	C	K03218	23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]								SpoU rRNA Methylase family [PF00588.20]; RNA 2'-O ribose methyltransferase substrate binding [PF08032.13]					0
MAG06_MAG06_6_8	MAG06	MAG06_6	8	4555	4968	-1	C	K11145	ribonuclease III family protein [EC:3.1.26.-]								Ribonuclease III domain [PF00636.27]					0
MAG06_MAG06_6_9	MAG06	MAG06_6	9	4980	6392	-1	C	K01883	cysteinyl-tRNA synthetase [EC:6.1.1.16]								tRNA synthetases class I (C) catalytic domain [PF01406.20]; tRNA synthetases class I (M) [PF09334.12]; DALR domain [PF09190.12]; tRNA synthetases class I (I, L, M and V) [PF00133.23]		sp|Q54KR1|SYCC_DICDI	Xh	sp|Q54KR1|SYCC_DICDI Cysteine--tRNA ligase, cytoplasmic; Xh	0
MAG06_MAG06_6_10	MAG06	MAG06_6	10	6767	7909	-1	D										PIN like domain [PF18477.2]					0
MAG06_MAG06_6_11	MAG06	MAG06_6	11	7937	9310	-1	C	K04485	DNA repair protein RadA/Sms	MER1034093	S16	MER1034093 - family S16 non-peptidase homologues (Lactobacillus oris) [S16.UNW]#S16#{peptidase unit: 191-456}~source E3C8A1~	True	0.888	494.0	7.034e-154	KaiC [PF06745.14]; AAA domain [PF13481.7]; DnaB-like helicase C terminal domain [PF03796.16]; Subunit ChlI of Mg-chelatase [PF13541.7]; Lon protease (S16) C-terminal proteolytic domain [PF05362.14]; Rubredoxin metal binding domain [PF18073.2]; Rad51 [PF08423.12]; Bacterial TniB protein [PF05621.12]; AAA domain [PF13401.7]		sp|P04530|VG41_BPT4	Xh;Xr	sp|P04530|VG41_BPT4 ATP-dependent helicase 41; XhXr	0
MAG06_MAG06_6_12	MAG06	MAG06_6	12	9336	9872	-1	C	K01520	dUTP pyrophosphatase [EC:3.6.1.23]								dUTPase [PF00692.20]					0
MAG06_MAG06_6_13	MAG06	MAG06_6	13	10011	10307	1	C	K06975	uncharacterized protein								GCN5-related N-acetyl-transferase [PF14542.7]; Acetyltransferase (GNAT) family [PF00583.26]; Acetyltransferase (GNAT) domain [PF13673.8]; Acetyltransferase (GNAT) domain [PF13302.8]; Acetyltransferase (GNAT) domain [PF13508.8]					0
MAG06_MAG06_6_14	MAG06	MAG06_6	14	10319	11002	1	C	K01807	ribose 5-phosphate isomerase A [EC:5.3.1.6]								Ribose 5-phosphate isomerase A (phosphoriboisomerase A) [PF06026.15]					0
MAG06_MAG06_6_15	MAG06	MAG06_6	15	11031	12371	1	C	K01372	bleomycin hydrolase [EC:3.4.22.40]	MER0101300	C01B	MER0101300 - aminopeptidase C (Lactobacillus reuteri) [C01.086]#C01B#{peptidase unit: 4-435}~source ZP_03074064~	True	0.992	906.0	4.915e-297	Peptidase C1-like family [PF03051.16]; Papain family cysteine protease [PF00112.24]					0
MAG06_MAG06_6_16	MAG06	MAG06_6	16	12605	13396	-1	C	K02424	L-cystine transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 3 [PF00497.21]; NMT1/THI5 like [PF09084.12]; Ligated ion channel L-glutamate- and glycine-binding site [PF10613.10]; ABC transporter, phosphonate, periplasmic substrate-binding protein [PF12974.8]					0
MAG06_MAG06_6_17	MAG06	MAG06_6	17	13412	14161	-1	D										ABC transporter [PF00005.28]; RecF/RecN/SMC N terminal domain [PF02463.20]					0
MAG06_MAG06_6_18	MAG06	MAG06_6	18	14167	14868	-1	C	K10009	L-cystine transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.23]					0
MAG06_MAG06_6_19	MAG06	MAG06_6	19	14895	16037	-1	C	K01760	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]								Cys/Met metabolism PLP-dependent enzyme [PF01053.21]; DegT/DnrJ/EryC1/StrS aminotransferase family [PF01041.18]; Aminotransferase class-V [PF00266.20]; Orn/Lys/Arg decarboxylase, major domain [PF01276.21]; L-seryl-tRNA selenium transferase [PF03841.14]					0
MAG06_MAG06_6_20	MAG06	MAG06_6	20	16315	17181	-1	D			MER0488919	S09X	MER0488919 - family S9 unassigned peptidases (Lactobacillus reuteri) [S09.UPW]#S09X#{peptidase unit: 57-289}~source CCC04179~	True	0.987	487.0	6.610000000000001e-155	alpha/beta hydrolase fold [PF07859.14]; Prolyl oligopeptidase family [PF00326.22]; Phospholipase/Carboxylesterase [PF02230.17]; Serine aminopeptidase, S33 [PF12146.9]; BAAT / Acyl-CoA thioester hydrolase C terminal [PF08840.12]; Carboxylesterase family [PF00135.29]	CE10 arylesterase (EC 3.1.1.-); carboxyl esterase (EC 3.1.1.3); acetylcholinesterase (EC 3.1.1.7); cholinesterase (EC 3.1.1.8); sterol esterase (EC 3.1.1.13); brefeldin A esterase (EC 3.1.1.-). [CE10]	sp|I6Y9F7|LIPQ_MYCTU	Xu	sp|I6Y9F7|LIPQ_MYCTU Esterase LipQ; Xu	0
